Formatted Date,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
2014-05-19,17.0,17.0,0.67,7.7,145.0,11.7,1017.6
2014-05-20,19.0,19.0,0.59,4.9,60.0,12.6,1017.8
2014-05-21,20.4,20.4,0.63,6.4,108.0,15.6,1019.1
2014-05-22,21.9,21.7,0.59,10.2,126.0,15.8,1016.7
2014-05-23,22.3,22.1,0.57,11.2,128.0,15.8,1013.8
2014-05-24,21.1,21.1,0.64,7.0,182.0,14.9,1013.2
2014-05-25,20.5,20.5,0.7,9.2,189.0,12.0,1016.3
2014-05-26,20.2,20.2,0.73,6.9,200.0,12.7,1012.9
2014-05-27,20.5,20.5,0.67,10.5,226.0,12.1,1009.3
2014-05-28,17.8,17.8,0.67,11.4,226.0,13.3,1009.2
2014-05-29,17.0,17.0,0.67,10.1,286.0,13.4,1009.6
2014-05-30,13.1,13.1,0.77,17.7,312.0,12.1,1012.1
2014-05-31,13.1,13.1,0.73,11.9,275.0,13.2,1014.6
2014-06-01,14.5,14.5,0.74,8.3,295.0,12.3,1013.8
2014-06-02,14.9,14.9,0.8,6.5,221.0,10.3,1015.0
2014-06-03,16.2,16.2,0.7,4.8,244.0,10.4,1014.9
2014-06-04,17.9,17.9,0.6,4.9,124.0,15.4,1012.2
2014-06-05,20.2,20.1,0.56,3.5,186.0,15.7,1013.9
2014-06-06,21.2,21.1,0.59,9.3,312.0,15.6,1016.9
2014-06-07,22.6,22.3,0.58,9.1,285.0,15.8,1017.5
2014-06-08,24.0,23.6,0.54,8.5,192.0,15.2,1019.3
2014-06-09,24.9,24.4,0.52,9.0,224.0,15.9,1019.1
2014-06-10,26.6,26.0,0.47,7.2,194.0,15.3,1017.5
2014-06-11,25.8,25.6,0.51,10.8,122.0,15.6,1017.4
2014-06-12,25.1,24.6,0.48,10.4,198.0,15.6,1017.5
2014-06-13,22.9,22.7,0.52,14.3,313.0,14.8,1013.7
2014-06-14,18.7,18.7,0.5,11.0,272.0,14.0,1012.3
2014-06-15,18.7,18.6,0.51,11.2,106.0,15.9,1014.6
2014-06-16,17.8,17.8,0.6,11.1,109.0,14.5,1015.7
2014-06-17,16.4,16.4,0.81,6.0,205.0,12.6,1015.0
2014-06-18,18.8,18.7,0.57,11.1,84.0,14.2,1014.7
2014-06-19,20.0,19.8,0.5,9.8,151.0,14.9,1011.4
2014-06-20,19.2,19.2,0.5,18.6,303.0,15.6,1009.6
2014-06-21,17.5,17.5,0.5,12.4,295.0,14.9,1015.0
2014-06-22,20.1,20.1,0.51,6.3,234.0,15.6,1017.8
2014-06-23,22.3,22.1,0.6,7.6,199.0,13.2,1017.0
2014-06-24,19.1,19.1,0.8,9.5,212.0,9.7,1013.8
2014-06-25,15.9,15.9,0.92,8.4,170.0,7.6,1009.5
2014-06-26,17.2,17.2,0.66,15.8,277.0,13.9,1012.8
2014-06-27,17.6,17.6,0.64,7.4,168.0,14.4,1017.7
2014-06-28,20.6,20.4,0.55,6.7,144.0,15.9,1018.2
2014-06-29,23.9,23.7,0.56,16.8,166.0,15.6,1011.9
2014-06-30,19.3,19.3,0.73,15.8,212.0,13.8,1008.7
2014-07-01,18.5,18.5,0.64,11.7,269.0,14.2,1017.5
2014-07-02,20.7,20.6,0.58,8.1,152.0,15.9,1019.9
2014-07-03,19.0,19.0,0.66,12.6,241.0,13.2,1022.2
2014-07-04,20.4,20.3,0.55,5.2,148.0,15.8,1021.2
2014-07-05,22.4,22.2,0.55,14.2,146.0,15.9,1012.6
2014-07-06,,24.3,0.6,7.4,160.0,13.9,970.9
2014-07-07,25.8,25.8,0.61,5.7,178.0,13.4,1014.4
2014-07-08,23.0,23.1,0.73,12.2,127.0,13.4,1008.9
2014-07-09,19.6,19.6,0.82,7.8,213.0,10.9,1005.8
2014-07-10,18.6,18.6,0.76,8.5,170.0,12.9,1005.7
2014-07-11,16.7,16.7,0.92,11.3,255.0,7.5,1003.0
2014-07-12,19.7,19.7,0.72,16.5,281.0,11.9,1007.3
2014-07-13,20.6,20.6,0.7,4.4,187.0,15.7,1012.2
2014-07-14,21.6,21.6,0.7,6.1,186.0,13.0,1013.1
2014-07-15,23.0,23.1,0.69,8.9,207.0,13.2,1014.7
2014-07-16,23.8,23.8,0.64,12.0,148.0,15.1,1015.3
2014-07-17,22.9,22.9,0.7,13.7,201.0,13.2,1015.7
2014-07-18,23.5,23.6,0.69,11.9,192.0,13.1,1015.5
2014-07-19,24.0,24.0,0.65,9.3,179.0,14.9,1015.7
2014-07-20,25.1,25.0,0.62,4.7,209.0,15.9,1014.0
2014-07-21,25.5,25.7,0.62,12.2,200.0,15.3,1009.1
2014-07-22,21.4,21.4,0.81,9.3,117.0,11.6,1008.5
2014-07-23,20.1,20.1,0.84,10.7,264.0,10.9,1008.0
2014-07-24,21.5,21.5,0.7,8.2,255.0,12.6,1010.0
2014-07-25,22.7,22.5,0.64,5.6,233.0,15.5,1012.8
2014-07-26,24.0,23.9,0.63,5.0,176.0,14.8,1012.6
2014-07-27,21.1,21.1,0.8,8.7,120.0,11.4,1012.6
2014-07-28,20.9,20.9,0.82,9.1,124.0,10.9,1011.7
2014-07-29,22.7,22.8,0.76,6.6,150.0,11.6,1009.8
2014-07-30,24.5,25.0,0.71,14.1,135.0,13.3,1007.6
2014-07-31,21.0,21.0,0.82,6.0,171.0,10.2,1009.1
2014-08-01,23.5,23.7,0.75,5.5,220.0,11.3,1009.8
2014-08-02,23.4,23.8,,6.0,190.0,13.0,1011.2
2014-08-03,24.7,25.0,0.7,5.5,173.0,14.3,1011.8
2014-08-04,21.0,21.0,0.83,7.2,224.0,13.5,1013.6
2014-08-05,22.3,22.5,0.77,8.3,280.0,10.9,1011.7
2014-08-06,20.9,20.9,0.82,8.8,233.0,11.3,968.8
2014-08-07,21.9,21.9,0.79,7.4,277.0,11.4,1012.2
2014-08-08,21.8,21.9,0.79,5.6,211.0,10.1,1014.0
2014-08-09,23.0,23.1,0.72,3.4,130.0,12.1,1015.0
2014-08-10,24.2,24.4,0.7,5.2,143.0,11.4,1014.7
2014-08-11,25.4,26.0,0.7,9.9,194.0,13.0,1012.1
2014-08-12,24.1,24.2,0.63,9.5,288.0,15.3,1012.9
2014-08-13,26.4,27.4,0.67,10.0,169.0,14.2,1009.4
2014-08-14,20.2,20.2,0.76,17.4,305.0,13.0,1010.5
2014-08-15,19.8,19.8,0.73,6.0,256.0,11.6,1013.2
2014-08-16,18.8,18.8,0.66,13.6,309.0,13.6,1014.8
2014-08-17,17.8,17.8,0.66,10.4,303.0,14.7,1015.8
2014-08-18,18.3,18.3,0.63,6.4,154.0,15.6,1014.7
2014-08-19,20.8,20.7,0.63,8.9,177.0,15.2,1013.6
2014-08-20,20.9,20.9,,6.9,167.0,13.1,1013.7
2014-08-21,17.7,17.7,0.81,9.8,218.0,11.7,1015.1
2014-08-22,18.1,18.1,0.66,7.4,59.0,15.3,1017.4
2014-08-23,20.0,20.0,0.72,4.2,180.0,13.4,1013.9
2014-08-24,18.8,18.8,0.64,19.4,294.0,12.6,1013.7
2014-08-25,15.9,15.9,0.62,6.0,231.0,15.1,1019.2
2014-08-26,19.4,19.3,0.64,11.0,188.0,15.4,1011.7
2014-08-27,19.1,19.1,0.79,12.9,259.0,11.8,1011.0
2014-08-28,15.8,15.7,0.68,5.5,231.0,15.8,
2014-08-29,16.9,16.9,0.67,3.6,155.0,15.5,1020.1
2014-08-30,19.4,19.3,0.66,5.1,135.0,15.8,1018.0
2014-08-31,21.3,21.1,0.63,9.3,129.0,15.7,1013.0
2014-09-01,21.3,21.3,0.66,10.7,164.0,13.5,1008.0
2014-09-02,20.7,20.7,0.76,13.5,320.0,14.8,1009.7
2014-09-03,21.2,21.2,0.73,11.0,156.0,13.5,1011.1
2014-09-04,20.7,20.7,0.74,10.0,81.0,14.1,1014.3
2014-09-05,19.2,19.2,0.82,7.4,130.0,11.6,1014.8
2014-09-06,18.5,18.5,0.83,8.4,96.0,13.2,1014.0
2014-09-07,18.7,18.7,0.86,6.8,261.0,13.5,1014.9
2014-09-08,20.9,20.9,0.74,5.8,282.0,12.5,1016.2
2014-09-09,20.1,20.1,0.73,3.9,202.0,11.1,1015.7
2014-09-10,18.9,18.9,0.84,9.8,177.0,10.3,1013.2
2014-09-11,20.9,20.9,0.79,9.1,115.0,10.8,1010.0
2014-09-12,18.8,18.8,0.85,10.2,133.0,11.4,1012.8
2014-09-13,18.3,18.3,0.86,9.8,99.0,9.8,1014.4
2014-09-14,18.4,18.4,0.89,8.4,119.0,8.6,1015.0
2014-09-15,16.4,16.4,0.92,7.0,147.0,9.7,1016.5
2014-09-16,17.0,17.0,0.85,4.7,137.0,11.8,1018.7
2014-09-17,16.2,16.2,0.82,4.8,114.0,10.4,1019.9
2014-09-18,16.6,16.6,0.7,8.3,102.0,12.6,1020.5
2014-09-19,17.9,17.9,0.7,12.6,148.0,15.5,1019.5
2014-09-20,19.0,19.0,0.82,9.9,186.0,13.1,1015.5
2014-09-21,19.1,19.1,0.83,7.9,223.0,7.6,1012.1
2014-09-22,15.0,15.0,0.81,13.2,285.0,12.3,1009.8
2014-09-23,12.3,11.8,0.71,19.4,298.0,13.0,1014.3
2014-09-24,10.6,10.6,0.72,4.0,173.0,14.6,1019.3
2014-09-25,12.1,11.9,0.8,6.6,195.0,11.9,1016.9
2014-09-26,13.3,13.2,0.82,10.1,303.0,9.9,1019.2
2014-09-27,14.4,14.3,0.75,9.8,301.0,12.8,1024.6
2014-09-28,14.6,14.6,0.73,5.8,208.0,14.0,1028.8
2014-09-29,13.8,13.8,0.74,3.9,148.0,12.5,1028.9
2014-09-30,14.2,14.1,0.76,3.1,132.0,11.8,1025.5
2014-10-01,16.4,16.4,0.72,4.4,97.0,13.9,1024.0
2014-10-02,15.7,15.7,0.9,7.2,80.0,10.5,1024.9
2014-10-03,14.4,14.4,0.87,6.7,136.0,9.1,1025.4
2014-10-04,13.5,13.5,0.89,5.0,83.0,6.6,1022.9
2014-10-05,12.6,12.5,0.75,7.0,121.0,10.7,1020.8
2014-10-06,13.9,13.7,0.65,10.2,119.0,11.1,1020.1
2014-10-07,14.8,14.8,0.74,13.4,138.0,13.4,1020.5
2014-10-08,15.0,14.7,0.79,15.9,152.0,14.8,1021.1
2014-10-09,16.7,16.7,0.75,16.1,152.0,15.7,1019.2
2014-10-10,17.8,17.8,0.74,14.8,157.0,14.6,1019.0
2014-10-11,17.5,17.5,0.75,12.1,149.0,14.5,1017.0
2014-10-12,17.2,17.2,0.78,7.0,181.0,13.3,1016.0
2014-10-13,18.3,18.3,0.77,10.2,161.0,10.4,1013.7
2014-10-14,19.8,19.8,0.72,9.5,210.0,10.7,1011.7
2014-10-15,15.8,15.8,0.93,6.6,163.0,10.2,1010.2
2014-10-16,15.4,15.4,0.94,5.0,245.0,7.4,1011.2
2014-10-17,14.9,14.9,0.95,10.5,238.0,9.4,1013.0
2014-10-18,13.4,13.4,0.85,8.8,210.0,10.8,1024.3
2014-10-19,11.4,11.3,0.85,6.9,153.0,8.0,1026.6
2014-10-20,14.7,14.4,0.82,8.5,199.0,10.3,1018.7
2014-10-21,14.3,14.3,0.9,5.8,197.0,9.7,1011.2
2014-10-22,9.6,6.9,0.87,21.2,270.0,11.5,1003.6
2014-10-23,8.1,6.7,0.92,10.5,217.0,7.9,1005.8
2014-10-24,7.9,5.6,0.95,13.6,26.0,4.6,1015.9
2014-10-25,7.8,6.6,0.87,8.7,112.0,8.3,1024.8
2014-10-26,6.7,6.2,0.86,5.2,171.0,8.5,1029.9
2014-10-27,3.9,3.9,0.9,2.8,246.0,5.1,1031.3
2014-10-28,4.9,4.5,0.78,4.0,169.0,8.0,1027.5
2014-10-29,7.4,6.8,0.75,5.5,105.0,11.7,1023.6
2014-10-30,7.9,7.5,0.81,4.5,238.0,8.3,1025.7
2014-10-31,6.7,6.5,0.84,3.8,269.0,5.3,1027.5
2014-11-01,5.8,5.8,0.87,1.6,130.0,4.2,1027.5
2014-11-02,5.9,5.7,0.83,3.6,114.0,4.4,1025.2
2014-11-03,7.1,5.6,0.81,11.4,142.0,5.0,1020.6
2014-11-04,9.3,7.7,0.77,14.0,154.0,7.2,1015.5
2014-11-05,12.3,11.3,0.72,18.7,150.0,10.6,1012.8
2014-11-06,14.2,14.2,0.73,17.6,145.0,12.3,1014.9
2014-11-07,16.8,16.8,0.7,17.5,155.0,13.1,1013.7
2014-11-08,13.6,13.6,0.83,6.8,161.0,11.7,1014.1
2014-11-09,10.5,10.2,0.93,6.2,135.0,3.6,1016.3
2014-11-10,10.8,10.4,0.88,7.9,153.0,4.7,1019.4
2014-11-11,11.1,10.2,0.82,11.2,136.0,7.7,1018.0
2014-11-12,10.9,9.7,0.78,16.5,132.0,11.9,1012.5
2014-11-13,10.7,10.2,0.82,7.4,116.0,10.0,1012.0
2014-11-14,,10.5,0.86,4.0,207.0,7.9,1016.9
2014-11-15,9.1,7.4,0.81,16.0,143.0,11.4,1015.4
2014-11-16,7.9,4.8,0.85,20.9,149.0,12.1,1011.3
2014-11-17,8.7,7.4,0.86,9.6,137.0,10.3,1011.7
2014-11-18,8.4,6.6,0.88,15.0,144.0,11.5,1011.5
2014-11-19,7.0,5.4,0.93,9.6,232.0,7.6,1015.6
2014-11-20,7.3,4.9,0.87,14.1,298.0,10.7,1022.3
2014-11-21,4.6,3.7,0.89,5.5,245.0,5.5,1025.4
2014-11-22,5.7,5.6,0.81,2.7,165.0,7.1,1027.7
2014-11-23,5.8,5.5,0.76,3.8,54.0,9.8,1030.4
2014-11-24,4.2,3.1,0.78,6.2,102.0,10.2,1029.0
2014-11-25,3.1,0.9,0.82,8.9,88.0,9.1,1028.6
2014-11-26,2.0,0.7,0.91,5.8,102.0,4.0,1025.6
2014-11-27,1.7,-1.2,0.85,10.8,82.0,4.7,1021.8
2014-11-28,2.6,-0.3,0.94,10.5,78.0,3.4,1020.0
2014-11-29,3.6,0.6,0.95,11.8,37.0,1.6,1019.6
2014-11-30,3.9,2.2,0.93,7.5,88.0,3.5,1018.7
2014-12-01,3.3,-0.4,0.9,15.7,114.0,7.9,1015.1
2014-12-02,3.4,1.2,0.89,9.1,103.0,8.5,1014.3
2014-12-03,5.8,5.2,0.88,5.0,120.0,9.3,1020.4
2014-12-04,5.4,5.2,0.85,3.3,123.0,10.5,1022.1
2014-12-05,5.8,4.9,0.89,5.7,79.0,6.9,1020.7
2014-12-06,6.6,5.8,0.94,5.6,112.0,3.9,1018.3
2014-12-07,6.2,5.5,0.95,5.6,204.0,3.8,1016.8
2014-12-08,5.8,5.0,0.94,5.2,231.0,2.9,1016.1
2014-12-09,3.7,-0.9,0.9,22.6,13.0,6.8,1018.6
2014-12-10,2.9,-0.1,0.86,12.4,257.0,9.0,1021.9
2014-12-11,2.3,0.5,0.85,7.3,203.0,8.9,1020.6
2014-12-12,0.3,-3.6,0.94,13.1,170.0,3.0,1021.5
2014-12-13,3.8,0.5,0.83,14.5,161.0,7.6,1020.6
2014-12-14,7.1,5.0,0.8,11.6,163.0,8.1,1022.2
2014-12-15,5.3,3.0,0.88,10.3,151.0,5.5,1022.4
2014-12-16,6.0,3.9,0.86,10.3,140.0,8.3,678.1
2014-12-17,5.0,3.9,0.92,7.6,247.0,3.4,337.6
2014-12-18,4.0,2.5,0.91,7.3,177.0,4.1,339.5
2014-12-19,5.9,3.6,0.89,11.8,180.0,4.4,339.9
2014-12-20,6.5,4.7,0.76,13.6,247.0,7.3,340.0
2014-12-21,4.4,0.9,0.72,18.7,255.0,7.1,341.8
2014-12-22,4.4,1.4,0.76,13.5,217.0,6.2,341.5
2014-12-23,6.6,4.7,0.78,11.3,229.0,6.5,340.5
2014-12-24,3.9,1.9,0.89,9.8,201.0,4.3,340.6
2014-12-25,5.1,3.0,0.81,9.8,251.0,6.4,510.7
2014-12-26,3.0,-1.3,0.71,19.4,307.0,8.2,382.9
2014-12-27,-1.6,-5.7,0.66,13.0,237.0,7.6,381.1
2014-12-28,-1.9,-7.8,0.84,22.3,47.0,4.1,503.8
2014-12-29,-4.0,-10.4,0.69,23.3,293.0,6.5,340.0
2014-12-30,-6.4,-11.6,0.67,12.8,71.0,7.9,343.3
2014-12-31,-9.8,-13.6,0.75,8.6,139.0,5.3,345.5
2015-01-01,-6.9,-10.2,0.76,8.6,226.0,7.9,432.3
2015-01-02,-2.7,-6.9,0.89,11.8,183.0,2.9,344.1
2015-01-03,1.8,-1.4,0.79,12.2,237.0,6.8,385.0
2015-01-04,2.6,-2.4,0.75,27.9,284.0,6.8,339.0
2015-01-05,1.5,-3.6,0.75,22.1,309.0,10.1,553.6
2015-01-06,-1.2,-5.8,0.71,14.9,166.0,13.9,1025.4
2015-01-07,-7.0,-10.9,0.71,8.8,110.0,15.5,1035.5
2015-01-08,-4.2,-8.3,0.73,10.4,142.0,15.0,1035.4
2015-01-09,2.1,-1.8,0.79,15.5,212.0,8.7,1025.3
2015-01-10,5.7,3.2,0.88,13.1,219.0,8.3,1012.2
2015-01-11,4.2,1.0,0.79,15.2,245.0,11.6,1013.7
2015-01-12,3.4,-0.6,0.75,19.4,256.0,13.7,1024.4
2015-01-13,2.0,-1.3,0.81,12.2,170.0,12.8,1024.9
2015-01-14,2.9,-0.1,0.83,11.5,186.0,7.3,1018.9
2015-01-15,4.2,1.3,0.71,12.1,228.0,13.1,1021.4
2015-01-16,4.4,0.9,0.76,17.2,150.0,15.0,1019.7
2015-01-17,5.8,2.5,0.73,17.1,155.0,15.7,1017.2
2015-01-18,6.8,5.7,0.94,6.4,127.0,4.5,1017.8
2015-01-19,6.0,4.7,0.97,7.0,201.0,2.3,1013.7
2015-01-20,5.3,3.6,0.95,7.8,108.0,3.4,1013.9
2015-01-21,5.6,4.4,0.96,6.7,109.0,1.7,1014.2
2015-01-22,6.4,5.0,0.96,7.7,90.0,2.1,1015.2
2015-01-23,6.0,3.2,0.96,13.7,29.0,1.9,1010.8
2015-01-24,4.1,1.1,0.92,13.0,165.0,6.7,1009.4
2015-01-25,2.1,-1.1,0.93,11.9,278.0,4.3,
2015-01-26,1.9,-0.4,0.85,9.2,277.0,7.1,1023.1
2015-01-27,0.2,-0.4,0.89,3.6,190.0,6.3,1017.9
2015-01-28,0.2,-1.8,0.86,7.4,216.0,6.5,1016.4
2015-01-29,0.6,-3.1,0.87,13.8,169.0,6.3,1004.0
2015-01-30,5.6,1.1,0.8,29.5,156.0,9.9,981.7
2015-01-31,2.4,-1.6,0.8,17.7,204.0,11.3,988.0
2015-02-01,0.0,-2.3,0.86,7.9,84.0,10.5,992.3
2015-02-02,0.9,-1.7,0.87,9.2,260.0,8.4,998.9
2015-02-03,1.4,-1.0,0.8,9.1,177.0,8.1,1007.1
2015-02-04,1.6,-1.6,0.86,11.6,112.0,6.4,1008.3
2015-02-05,2.4,-1.9,0.86,18.8,32.0,6.5,1015.6
2015-02-06,0.6,-5.2,0.81,26.5,27.0,10.4,1013.8
2015-02-07,-1.5,-5.4,0.79,12.1,147.0,10.6,1022.1
2015-02-08,-1.3,-7.2,0.78,24.3,291.0,8.0,1011.0
2015-02-09,-2.3,-6.9,0.77,13.9,295.0,10.8,1017.8
2015-02-10,0.9,-0.6,0.87,6.2,273.0,6.6,1021.9
2015-02-11,3.4,1.9,0.83,6.9,156.0,9.0,
2015-02-12,0.4,-1.0,0.79,5.8,116.0,11.3,1029.9
2015-02-13,1.1,0.4,0.76,4.6,109.0,6.6,1027.0
2015-02-14,2.1,0.5,0.75,7.9,114.0,12.4,1020.6
2015-02-15,3.0,0.5,0.66,10.5,113.0,15.5,1019.8
2015-02-16,2.4,1.2,0.77,5.9,116.0,9.3,1025.3
2015-02-17,0.5,-2.1,0.71,8.7,115.0,11.3,1035.8
2015-02-18,-0.9,-2.3,0.63,5.8,248.0,12.6,1040.0
2015-02-19,-0.6,-2.5,0.78,6.9,230.0,8.0,1033.7
2015-02-20,1.1,-0.5,0.76,6.1,170.0,5.4,1024.7
2015-02-21,4.4,2.1,0.65,12.5,160.0,7.2,1012.8
2015-02-22,7.5,5.1,0.75,18.9,137.0,9.6,1007.3
2015-02-23,7.4,5.8,0.93,10.7,168.0,3.6,1006.7
2015-02-24,8.0,6.7,0.86,9.3,140.0,6.4,1005.3
2015-02-25,7.0,4.9,0.93,11.6,274.0,3.9,1009.3
2015-02-26,6.0,3.7,0.92,11.0,259.0,5.1,1016.8
2015-02-27,6.4,5.1,0.86,8.1,78.0,6.6,1015.4
2015-02-28,6.5,4.6,0.89,10.5,298.0,5.8,1017.7
2015-03-01,6.3,4.6,0.89,9.3,206.0,5.6,1016.2
2015-03-02,8.1,6.3,0.82,17.5,223.0,8.7,1010.7
2015-03-03,5.4,1.7,0.61,24.0,283.0,13.5,1021.8
2015-03-04,5.0,2.6,0.66,13.7,130.0,13.9,1024.3
2015-03-05,4.5,0.1,0.63,23.3,23.0,13.8,1024.9
2015-03-06,4.4,-0.3,0.61,26.3,16.0,14.0,1029.6
2015-03-07,3.3,0.6,0.61,12.0,49.0,15.3,1033.7
2015-03-08,3.0,2.2,0.67,5.2,176.0,11.7,1033.0
2015-03-09,4.5,3.9,0.66,5.7,212.0,12.7,1030.0
2015-03-10,6.9,6.2,0.62,5.5,248.0,11.0,1025.4
2015-03-11,8.6,7.3,0.6,10.4,260.0,8.9,1017.5
2015-03-12,5.8,2.0,0.84,20.7,328.0,7.6,1017.8
2015-03-13,5.4,2.8,0.88,12.0,299.0,6.2,1018.1
2015-03-14,5.2,4.9,0.87,3.7,189.0,7.4,1023.2
2015-03-15,7.0,6.2,0.82,8.0,83.0,6.2,1031.1
2015-03-16,9.4,8.1,0.69,15.0,133.0,12.3,1033.6
2015-03-17,8.2,7.0,0.66,9.9,118.0,12.7,1031.5
2015-03-18,6.8,4.9,0.55,11.3,135.0,14.2,1026.4
2015-03-19,5.8,3.5,0.53,15.9,34.0,15.2,1024.2
2015-03-20,4.8,3.5,0.59,6.0,126.0,15.3,1025.4
2015-03-21,7.1,5.5,0.52,12.8,173.0,15.0,1018.9
2015-03-22,7.4,6.1,0.6,11.0,138.0,12.9,1017.5
2015-03-23,6.6,4.1,0.58,13.9,48.0,13.1,1019.5
2015-03-24,9.7,8.1,0.63,19.1,146.0,9.6,1016.0
2015-03-25,12.2,11.1,0.62,24.4,141.0,11.7,1011.6
2015-03-26,14.3,14.0,0.6,17.3,147.0,14.9,1009.0
2015-03-27,11.9,10.8,0.7,18.5,224.0,12.8,1006.6
2015-03-28,9.2,6.9,0.72,22.6,305.0,10.6,1012.3
2015-03-29,9.4,8.3,0.6,12.6,269.0,14.9,1010.6
2015-03-30,9.6,7.9,0.73,18.1,230.0,12.0,1003.8
2015-03-31,9.1,7.8,0.65,20.5,237.0,14.0,1007.0
2015-04-01,8.2,5.6,0.57,24.2,288.0,12.3,1011.1
2015-04-02,7.6,4.9,0.52,26.2,262.0,12.6,1012.6
2015-04-03,4.8,0.4,0.61,27.4,292.0,13.2,1016.3
2015-04-04,6.6,6.0,0.52,6.4,190.0,15.1,1014.2
2015-04-05,7.2,5.2,0.55,15.1,52.0,13.5,1014.2
2015-04-06,6.1,2.5,0.53,23.2,151.0,13.0,1017.3
2015-04-07,6.8,3.4,0.53,27.6,101.0,13.8,1023.3
2015-04-08,6.8,5.4,0.61,12.0,229.0,13.7,1024.7
2015-04-09,9.7,8.7,0.53,14.9,216.0,15.4,1028.7
2015-04-10,10.8,10.0,0.43,9.0,172.0,15.8,1027.6
2015-04-11,13.9,13.1,0.48,9.8,199.0,15.2,1022.4
2015-04-12,16.0,15.7,0.52,14.4,317.0,14.2,1025.3
2015-04-13,15.9,15.7,0.52,13.7,298.0,12.8,1024.6
2015-04-14,11.5,10.9,0.42,17.5,303.0,15.9,1025.5
2015-04-15,15.4,15.3,0.49,11.9,241.0,15.9,1020.1
2015-04-16,18.3,18.1,0.44,15.5,218.0,15.9,
2015-04-17,16.6,16.6,0.54,22.9,245.0,13.0,1010.9
2015-04-18,9.7,9.0,0.72,11.6,235.0,11.5,1015.5
2015-04-19,6.9,6.4,0.62,5.7,262.0,13.6,1021.4
2015-04-20,10.8,10.2,0.51,18.9,261.0,15.9,1016.7
2015-04-21,11.3,11.1,0.51,10.3,254.0,15.8,1019.4
2015-04-22,11.7,11.3,0.51,11.6,97.0,15.9,1020.4
2015-04-23,13.3,13.1,0.44,9.0,134.0,15.9,1019.0
2015-04-24,14.7,14.6,0.52,6.0,199.0,12.6,1016.0
2015-04-25,15.8,15.7,0.6,9.2,200.0,15.4,1015.6
2015-04-26,16.5,16.3,0.59,10.0,190.0,15.6,1011.3
2015-04-27,18.7,18.7,0.56,9.2,182.0,15.8,1008.4
2015-04-28,16.3,16.0,0.63,15.2,178.0,13.6,1005.0
2015-04-29,8.7,6.9,0.81,16.0,262.0,11.7,1016.9
2015-04-30,12.1,12.0,0.62,4.3,147.0,11.7,1017.7
2015-05-01,15.8,15.8,0.61,15.8,210.0,12.8,1011.8
2015-05-02,13.9,13.8,0.85,17.4,262.0,11.1,1009.4
2015-05-03,14.6,14.6,0.74,6.5,162.0,10.8,972.0
2015-05-04,19.6,19.6,0.71,9.3,183.0,12.8,1013.6
2015-05-05,21.5,21.5,0.68,8.7,162.0,11.1,1012.2
2015-05-06,22.1,22.1,0.69,15.3,228.0,13.3,1010.0
2015-05-07,18.1,18.1,0.63,14.7,266.0,13.2,1016.0
2015-05-08,17.4,17.3,0.52,9.8,118.0,15.9,1018.0
2015-05-09,18.3,18.3,0.53,8.4,170.0,13.8,1016.3
2015-05-10,17.7,17.7,0.58,20.7,309.0,14.2,1019.7
2015-05-11,14.6,14.4,0.59,16.6,111.0,15.2,1025.3
2015-05-12,16.5,16.4,0.58,6.4,136.0,15.9,1025.1
2015-05-13,20.2,20.2,0.57,9.0,192.0,15.2,1016.3
2015-05-14,18.0,18.0,0.74,14.7,270.0,11.9,1009.0
2015-05-15,13.7,13.7,0.8,9.3,89.0,11.3,1014.1
2015-05-16,15.0,15.0,0.76,8.0,200.0,12.1,1019.8
2015-05-17,17.5,17.5,0.65,11.8,289.0,14.1,1020.7
2015-05-18,18.0,18.0,0.55,7.6,107.0,15.9,1016.6
2015-05-19,22.2,21.9,0.54,9.6,134.0,14.7,1009.1
2015-05-20,22.5,22.4,0.61,15.6,149.0,15.7,1009.2
2015-05-21,16.3,16.3,0.84,13.4,309.0,10.9,1014.8
2015-05-22,15.8,15.8,0.92,15.9,93.0,9.3,1014.8
2015-05-23,15.8,15.8,0.84,10.4,164.0,11.5,1011.4
2015-05-24,17.5,17.5,0.82,14.5,206.0,9.4,1012.2
2015-05-25,15.2,15.2,0.91,14.0,97.0,10.8,1008.4
2015-05-26,15.7,15.7,0.87,10.3,208.0,11.3,1006.6
2015-05-27,12.4,12.4,0.87,13.2,205.0,11.5,1013.1
2015-05-28,12.3,12.0,0.76,7.4,280.0,11.4,1017.4
2015-05-29,15.0,14.9,0.68,5.1,251.0,14.4,1016.2
2015-05-30,18.2,18.2,0.67,7.7,158.0,13.5,1014.9
2015-05-31,18.9,18.9,0.7,6.6,117.0,13.2,1017.7
2015-06-01,20.9,20.8,0.65,5.1,107.0,12.5,1018.2
2015-06-02,22.5,22.3,0.58,8.0,130.0,15.8,1018.9
2015-06-03,23.2,22.9,0.6,2.9,177.0,15.8,1020.5
2015-06-04,23.9,24.1,0.65,9.0,217.0,13.8,1020.5
2015-06-05,21.1,21.1,0.58,14.6,151.0,15.9,1022.3
2015-06-06,22.4,22.3,0.62,6.3,112.0,15.7,1022.7
2015-06-07,23.0,22.9,0.6,7.6,122.0,15.9,1023.5
2015-06-08,23.0,23.0,0.64,6.4,225.0,14.8,1018.0
